,Title,URL,Address,Description,Class
3314,AVOID SITTER DANGER!!!,https://newyork.craigslist.org/brx/kid/d/avoid-sitter-danger/6310572946.html,,"
        
AVOID THIS SITTER HER NAME IS AMELIA EMAIL ADDRESS IS JAY BLAZE @GMAIL SHE COMES OFF AS HELPFUL SAY SHE COOKS, CLEANS, TAKES KIDS TO THE PARK, BUT SHE IS FROM PROJECTS IN FAR ROCKAWAY QUEENS VERY GHETTO INSTEAD OF WATCHING YOUR KIDD SHE WILL BE LAID UP IN YOUR BEDROOM ON HER PHONE WHICH SHE WATCHES MORE THEN THE KIDS, WILL HOG THE TV AND NOT LET KIDS WATCH THERE PROGRAM, SHE IS A LIAR, AND VERY DECEPTIVE SHE LIKES TO TRAVEL WITH HER 8YR OLD AND BRING TO YOUR HOUSE WHICH IS VERY UNPROFESSIONAL WALKS AROUND HOUSE WITH PANTS UNZIPPED AN I HAVE SMALL BOYS IN THE HOUSE, PLEASE TO ALL MOTHERS BE CAREFUL, THERE ARE ALOT OF FRAUDS HERE ON CL ITS NOT TO SAFE PEOPLE WILL LEAVE YOUR KIDS ALONE MISTREAT THEM AN THEN KEEP IT MOVING, MAKE SURE YOU GET THERE ADDRESS, TAKE PICTURR OF THERE STATE ID, AT ALL TIMES JUST IN CASE YOU HAVE TO MAKE POLICE REPORT YOU HAVE THERE INFO ITS BECOMING DANGEROUS WE MUST PROTECT OUR CHILDREN!!!    ",
3328,Wonderful Nanny Available!,https://newyork.craigslist.org/brk/kid/d/wonderful-nanny-available/6310758358.html,Brooklyn,"
        
Hello, We are moving, and the hardest part is leaving behind our nanny, Emelie. 
Emelie has taken care of our son for over 2 years, and I cannot recommend her more highly. Emelie is calm, kind, reliable, responsible, self-motivated, fun, and loving. 
Everyday, Emelie shows up on time and ready to take my son out to the park, to meet friends, play... she is the leader which is so great. My son has a great time, is fed healthy meals, is bathed, and napped by the time I get home. Emelie is a pleasure to be around, and I trust her completely. Also a bonus is that she knows lots of activities for babies and toddlers in Brooklyn Heights, Cobble Hill, Carroll Gardens, and Boerum Hill. She lives in Brooklyn and was never late for work even once.
Emelie is open to full or part time work (minimum 30 hours per week).  
Contact/ Text for more information
Thank you,
Laura    ",
3357,Attentive Caring & Reliable Nanny Available Now!!!,https://newyork.craigslist.org/mnh/kid/d/attentive-caring-reliable/6303306364.html,Manhattan,"
        
Hello, I am a 30 year old woman from Queens very close to Manhattan and close to the 7 train. I have years of experience with childcare. My most recent family was with a babygirl since she was 3 months old till two years old. The parent is out of work so now I am looking for something new. I am available Full-Time Or Part-Time ( Very Flexible). I have experience with infants and older children as well with references available upon request. I really honestly enjoy the beauty of children and interacting with them. I love reading with them, singing, dancing playing play dough & whatever other toys they like as well as blowing bubbles :) I am very responsible, my mother was very careful with me as a child, as far as watching me so I would not get hurt and I am the same way with the children I watch. I am very attentive and hands on. . Special flat rates do apply. Please call me at 
 
.

                                                                                                                                               Marissa    ",
3359,Excellent Part-Time Nanny Available,https://newyork.craigslist.org/mnh/kid/d/excellent-part-time-nanny/6310881237.html,Financial District,"
        
Excellent Part-Time Nanny Available 
Tuesdays and Thursdays from 8:30-1:30
and every other weekend 
- masters degree in education 
- CPR certified 
- NICU experience 
- Breastfeeding councilor 
- Excellent references
    ",
3362,Child Care Available,https://newyork.craigslist.org/brk/kid/d/child-care-available/6310937070.html,Crown Heights,"
        
Hello, I have experience working with young children. I am looking for a child or children(siblings) I can care for in my home. Preferably children in between the ages of newborn and 4. For more information please contact me... 

Thank You.    ",
3366,MARVA  GROUP  DAYCARE,https://newyork.craigslist.org/brk/kid/d/marva-group-daycare/6310968052.html,EASTFLATBUSH  BROOKLYN  11203,"
        
Marva group daycare 
New york state GFDC licensed
Open 7:00AM - 6:00PM Mon - Fri
(Special) weekly fee are $100.00 -$170.00
First week FREE with a two weeks payments,
Children 3 weeks thru 12 years old are accepted 


One day drop in are welcome with a low fee 
of $30.00 -$40.00 per day from 6:00-6:00pm,

FREE drop off and pick up from near by school to daycare,
All vouchers and private payments accepted,
Breakfast, Lunch, Snacks, Supper and baby formula provider
Extended hours until 10:00pm everyday.
Home work assist .

Give us a call or Email 
 
 Thank you.    ",
3367,Spanish/english Live in NANNY-HOUSEKEEPING -Excellent references.,https://newyork.craigslist.org/wch/kid/d/spanish-english-live-in-nanny/6310966081.html,Westchester,"
        
Live in nanny or full time with over 15 years experience. Cared for two families since 2002, newborns, twins and dogs. Prior to that I helped raise 6 siblings. I do not smoke, drink or drive. I have no medical/health problems. I Speak Spanish and learned English through community courses. I do housekeeping, cooking (Spanish, American and Italian meals), laundry, I am great at organizing.  Looking for a loving family that can use my help. I know CPR and first aid. I can give references for childcare as well as references for house cleaning. I am very good with public transportation. I currently live-in mon-fri in Dobbs Ferry and weekends in New Rochelle. My full time job will be terminating in November, but start date is flexible. Text me or email and I will send pictures and list of references.
    ",
3369,Marva's Daycare,https://newyork.craigslist.org/brk/kid/d/marvas-daycare/6310974066.html,East Flatbush brooklyn,"
        
Are you looking for a daycare in a clean and safe environment? Well, look no further. Marva's daycare is accepting children 2 years and up. We are open from 7AM to 6PM. We accept all vouchers, checks, and cash.    ",
3372,Male caregiver available $20 hr in Ct,https://newyork.craigslist.org/fct/kid/d/male-caregiver-available-20/6311030142.html,Westport etc,"
        
Hello I am a CNA HHA caregiver with experience with elderly with dementia Alzheimer stroke Parkinson's etc
I have been working for agencies and private duty in their homes for over 12 years 
I am US citizen and I drive 
Excellent references from families 
I am available Sundays Tuesdays and Thursdays and some overnights as well 
At hourly pay $20hr 
I helped them with daily activities diapering bathing transfering feeding dressing driving cooking etc 
Only serious please with details of your need and a phone number 
Thank you for your time    ",
3374,Assistant Needed,https://newyork.craigslist.org/brk/kid/d/assistant-needed/6310992752.html,Albany Ave,"
        
Looking for an assistant with prior experience. Please email resume. Thanks    ",
3375,Full time Nanny available,https://newyork.craigslist.org/mnh/kid/d/full-time-nanny-available/6311026410.html,,"
        
I am writing this on behalf of our previous full time nanny Durga, who worked with us from September 2015 until July 2017.

When Durga started with us, our toddler boy was six months old.     Then in May 2017 we had a baby girl, and Durga helped with both our toddler boy and our baby girl.

Durga is seeking a full time job as a live-out nanny in Manhattan.    She has CPR training from the American Heart Association, and has nanny training.     I can attest she was a loving, caring nanny for our two kids.       She took care of all the children's related work (children's laundry, food preparation, feeding, visits to the park and to the children's library, etc).     We hope Durga will continue to visit us on occasion to look up the kids, as my toddler boy has much affection for her.   

Durga can be reached directly via telephone or text message at 
 
.    ",
3377,"TOP live in JOBS FOR LEGAL, DRIVING NANNIES AND HOUSEKEEPERS Top $$",https://newyork.craigslist.org/lgi/kid/d/top-live-in-jobs-for-legal/6311063214.html,Greenwich,"
        
Top Tri-State Agency with over 25 years of successful domestic staffing
has openings for HIGH END, LIVE IN NANNIES and HIGH END, LIVE IN HOUSEKEEPER-COOKS. To $1200+/wk.

Requirements:
Legal status
Good driving
3+ years full-time, recent experience
Top references.

Free job placement. Resumes only. Quick reply. Jobs start ASAP.    ",
3379,CARING LEGAL BABY NURSE AVAIALBLE OVERNIGHTS IN CT,https://newyork.craigslist.org/fct/kid/d/caring-legal-baby-nurse/6311058085.html,Westport etc,"
        
I have over 13 years working with newborns infants for several families in Ct as a nanny and baby nurse for overnights.
I provide overnight care for newborns and infants 10 hours shift 8-6 am or more 
I am caring loving patient trustworthy person 
I have wonderful references in Greenwich westport.
I drive I do not smoke 
Legal to work 
I charge $20-25 hr depend of location 
I am Cpr trained and certified baby nurse and some college.
AVAIALBLE only overnights
Please respond with your due date and how many nights you will need and phone number  
Thank you in advance
    ",
3405,Loving nanny available for FT,https://newyork.craigslist.org/mnh/kid/d/loving-nanny-available-for-ft/6311389341.html,Upper East Side,"
        
Hi Moms,
I am seeking a Fulltime position starting immediately.
I have many years of experience taking care of newborn,infants and toddlers.
I'm very patient,always punctual and very active.
I love taking the kids to do different activities,the parks,story time and other fun kids activities.
I have excellent references.
I'm a non smoker.
If you need to know more about me please get contact me.    ",
3423,🎀Childcare/Babysitting🎀,https://newyork.craigslist.org/wch/kid/d/childcare-babysitting/6311676798.html,"Bedford, Mt Kisco","
        
🎀Very loving and caring Grandmother with many years of experience is interested in watching your baby or toddler in your home.
 I am reliable, energetic, trustworthy and available weekdays.
 I have lots of experience and can provide references.
 Speaks English, non smoker and own car.🎀    ",
3427,Childcare/Babysitting,https://newyork.craigslist.org/wch/kid/d/childcare-babysitting/6311684288.html,"Bedford, Mt Kisco","
        
🎀Very loving and caring Grandma with many years of experience is interested in watching your baby or toddler in your home.
 I am reliable, energetic, trustworthy and available weekdays.
 I have lots of experience and can provide references.
 Speaks English, non smoker and own car.🎀    ",
3429,Our Nurturing and Lovable Nanny Available,https://newyork.craigslist.org/wch/kid/d/our-nurturing-and-lovable/6311759814.html,,"
        
We are looking for a loving family for our nanny who is available full-time/part-time Monday - Friday. She is a reliable, fun, energetic, loving person and treated my child like her own. She is a non-smoker and does not drive. 

She has been with our family since my son was 3 months old. She would do feedings, reading, bath time, playtime, etc. as well as light house keeping. My son's face would light up each morning when she arrived at our house. 
 
She has also previously worked for another family with two kids since they were babies to school aged. Further References upon request

As she has brought so much joy and love to our family, I would be delighted to find another family for her. Please email me if you are interested or have any questions and I can provide you with further information. 

Thank you    ",
3430,Graduate student looking for a part-time job on weekends!,https://newyork.craigslist.org/mnh/kid/d/graduate-student-looking-for/6311758270.html,,"
        
I have experience in dog walking, visiting pet cats, cleaning, babysitting, gardening, and administrative tasks. I have good written and oral skills. 

I can work remotely or commute to Newark, East Orange, South Orange, Harrison, Jersey City, Hoboken, and Manhattan.  

Please text me at 
 
.
Thank you.    ",
3443,My wondeful nanny is available,https://newyork.craigslist.org/mnh/kid/d/my-wondeful-nanny-is-available/6311930290.html,,"
        
We are trying to help our wonderful nanny Maiya find a new family because we are relocating to Los Angeles. Maiya has been with us for 10 months since our son was 4.5 months old. She is loving, energetic, responsible, engaging and very flexible. This is our first child so I was nervous about leaving him with anyone but Maiya is truly amazing. Oliver adores her (as do we) and we trust her completely. Anytime we need help on the weekends or have to stay late at work Maiya is always there ready to help in anyway she can. She is terrific with kids of all ages--she was a pro when Oliver was a baby and has managed to keep up with him even now that he is a crazy running toddler. We absolutely want to make sure that she goes on to work for a family that appreciates all she brings to their children's and their lives. Please feel free to contact me  if you or anyone you know is in need she can start July 1st and maybe even a bit earlier. She can work in Manhattan between 9-5 
Thanks so much.    ",
3456,IN HOME DAYCARE NOW ACCEPTING APPLICATIONS,https://newyork.craigslist.org/brk/kid/d/in-home-daycare-now-accepting/6311972627.html,J train to Cypress Hills,"
        
The right care you need,

I have space available in my in home daycare. I have over 10 years experience as a childcare provider. In my home your child will feel right at home. There are many activities to do, from arts and craft, learning our abc's story time , circle time, creative play and more. There is also my baby can read implemented daily for the children to get an early start on reading. Outings every day weather permitting. I am available from 5:30 to 8 pm. Extended day also available. If interested please feel free to call to set up appointment to stop by.

Thank you and good luck in finding care for your child.    ",
3457,Small in home daycare now enrolling,https://newyork.craigslist.org/brk/kid/d/small-in-home-daycare-now/6311973722.html,Cypress Hills,"
        
Twinkle Toes Daycare currently enrolling ages 2 months to 4 years old.
We know how important the early years are to parents. We have a curriculum for toddlers introduction to pre-k.
We learn our ABC's 123's numbers colors and much much more.
We are available Monday thru Friday from 6 am to 8pm
Saturday's we are also available by appointment only. Please feel free to give us a call if interested in starting your child with us. We  are a friendly caring and fun environment for your child. 

    ",
3472,nanny available,https://newyork.craigslist.org/brk/kid/d/nanny-available/6312000382.html,Brooklyn,"
        
Hello, We are moving, and the hardest part is leaving behind our nanny, Emelie. 
Emelie has taken care of our son for over 2 years, and I cannot recommend her more highly. Emelie is calm, kind, reliable, responsible, self-motivated, fun, and loving. 
Everyday, Emelie shows up on time and ready to take my son out to the park, to meet friends, play... she is the leader which is so great. My son has a great time, is fed healthy meals, is bathed, and napped by the time I get home. Emelie is a pleasure to be around, and I trust her completely. Also a bonus is that she knows lots of activities for babies and toddlers in Brooklyn Heights, Cobble Hill, Carroll Gardens, and Boerum Hill. She lives in Brooklyn and was never late for work even once.
Emelie is open to full or part time work (minimum 30 hours per week). 
Contact/ Text for more information
Thank you,
Laura    ",
3479,Nanny available full time,https://newyork.craigslist.org/mnh/kid/d/nanny-available-full-time/6312026886.html,,"
        
Hello!
My name is Miyah and I have been a nanny for going on six years now. I have cared for and helped raise two infants up to three years old. I now have a six month old and I'm looking to go back to work full time.
My daughter is in daycare full time during the week so Monday through Friday would be an ideal situation for me.
I'm a very hands on nanny. Children love me and take to me so well. Not only do I care for the babies I cook, clean and set up play dates for them to enjoy. I'm also very experienced with finding fun things in the area for children to do, no matter where you live.
I love arts and crafts for the babies, story time and educational games, whether I come up with them or they are provided.
I believe communfication is key and if there is anything you feel uncomfortable with I prefer you lay it out and we can get through it together. 
I'm open to new recipes, different ways of teaching the children or any classes that must be taken
Please give me a call and we can set up a time to meet.

 

    ",
3517,Trustworthy Sitter Available for After-School,https://newyork.craigslist.org/mnh/kid/d/trustworthy-sitter-available/6312129856.html,all Manhattan,"
        
Experienced, reliable and patient nanny is in search of a part time job. I have over 13 years of NYC experience in households with 2+ children. I have worked with the kids of all ages, and my most recent jobs involved care for the kids of school age. 

I am now looking for a position with afternoon and evening hours of work. This usually entails pick up from school, taking the kids to activities, help with homework, meal prep and help around the house. 

I guarantee a commitment for at least one school year (and longer as needed) with the right family. I will submit my former employers' contact info for references.

Location on the UWS or UES is of preference, but I will consider other options.

Please send an email for details/discussion if you are looking to hire a dependable sitter. 
Available to start immediately. 

Thanks!    ",
3518,After school / weekend care,https://newyork.craigslist.org/brx/kid/d/after-school-weekend-care/6312134357.html,Bronx Pelham bay,"
        
I am offering child care in my home weekday evenings from 3:30pm to 9pm and occasional weekend care upon request. 
I have expirence working with children from 6 weeks to 10 yrs old. 
If interested please contact me via email 
have a great day    ",
3524,"TUTOR: English Teacher, 10 years of exp, Master's of Ed from Columbia",https://newyork.craigslist.org/mnh/kid/d/tutor-english-teacher-10/6312143786.html,,"
        
Hello!

I am a high school English teacher who is interested in tutoring on weekdays.

I have taught 9th and 10th grade English for six years, but I previously taught middle school English for three years and have worked in elementary classrooms, as well. I possess a Master's from Teachers College in 1st-6th grade education. Over the years, I have worked with and tutored students of all ages. I have also taught multiple SAT Verbal courses.

I am most able to assist students with writing, reading comprehension, and/or vocabulary skills; I am also equipped to prepare a teenager for the ACT/SAT verbal sections or the ACT/SAT English test. In my past tutoring experience, I have also helped students with basic middle and grammar school math, science, history, and Spanish.

I take tutoring as seriously as I take my full-time teaching job and always show up on time and prepared.

My rate is $95/hr. Upon request, I can provide my resume and/or references from my department chair and principal. 

Please let me know if you would like to arrange a phone or in-person meeting.

Best,
Brooke    ",
3526,FREE Tutoring W/After School program -Certified Teachers + Spanish,https://newyork.craigslist.org/wch/kid/d/free-tutoring-after-school/6312156722.html,MOUNT VERNON,"
        
M-F 3:00-6:00
Homework help, healthy,Organic snacks, and outdoor activities.
CPR, active certified teachers who are trained tutors working in our program everyday and available to help our after school child in any subject! Even if your child does not need tutoring but you would like them to excel in school this is the place!

TUTORING PROVIDED BY EXPERT CERTIFIED TEACHERS IN
COMMON CORE, ENGLISH LANGUAGE ARTS, MATH, SCIENCE, SPANISH & MORE..
AND IS INCLUDED WHEN YOUR CHILD ENROLLS IN OUR AFTER SCHOOL PROGRAM!
MONDAY-FRIDAY 3-6PM
-------------------------------------
EMAIL NOW TO HOLD A SLOT! (AGEST 5-10yrs old)
ORGANIC SNACKS, TUTORING IN ANY SUBJECT, FUN ACTIVITIES, FIELD TRIPS AND SCOUTING

You may be eligible for FREE/REDUCED childcare AFTER SCHOOL - TRANSPORTATION AVAILABLE
FAMILY SIZE / INCOME
-----------------------------------------
1	$24,120	
2	$32,480	
3      $40,000    ",
3527,AFTERSCHOOL sitter available Monday through Friday,https://newyork.craigslist.org/mnh/kid/d/afterschool-sitter-available/6312141842.html,Upper West Side,"
        
Hello! I am dependable, competent and punctual caregiver with 13+ years of babysitting experience. I am looking for a steady job opportunity with a new family.

I offer my help during after-school 
hours: I will pick up your kids from school and bring them to various activities, schedule and monitor playdates and make sure their homework is complete. I will also help with dinner prep, clean up after and organizing in general. I will do my best to maintain a save and clean environment for your children. 

Schedule flexibility daily after 2pm. 
I can work ocassional late evenings and school breaks. Pay on the books is preferred.  Pls contact me via email for further information and with a brief description of your situation.

I look forward to hearing from you! Thanks!    ",
3543,Nanny for 2-3Hrs per day,https://newyork.craigslist.org/stn/kid/d/nanny-for-2-3hrs-per-day/6312421112.html,pleasant plains,"
        
I'm looking for Nanny, Baby sitter for my 2 kids (5 & 8 years old) for 2-3 hours per day. Pickup from school at 5-6pm and stay home until 7:30-8pm.
Walking distance from school. Please call or text me if you are interested. If I wont pick up please leave a voice mail.
Thank you    ",
3555,Riverdale Group Family Daycare,https://newyork.craigslist.org/brx/kid/d/riverdale-group-family-daycare/6312434750.html,Riverdale,"
        
Our company mission is to provide the best quality childcare. This encompasses the environmentally friendly atmosphere we design, the staff we employ, the food we serve and the policies and procedures to which we adhere. 

Our daycare has been carefully designed to maximize the care, play and learning environment for your child. To create a child friendly space we have carefully chosen environmentally friendly toys and furniture. Safety features are a high priority including emergency exit and security doors. Finally we ensure that our children receive fresh, healthy cooked food created on site. 

Our goal is to provide a nurturing and stimulating environment where your child can grow and learn through creative play. 

Activities: 
Arts and craft activities sensory play, construction play, music together, circle time, table games, writing, reading, computer etc. 

Monday through Friday. 

Call 
 
 for details. 

Email: 
 


www.riverdalegroupfamilydaycare.com    ",
3562,Nanny babysitter available,https://newyork.craigslist.org/wch/kid/d/nanny-babysitter-available/6312475405.html,White Plains,"
        
Hi, my name is Ruth Vera and I am looking for a part time position as your nanny/babysitter. I am available from 8:30am - 3:00pm Monday - Friday.
I am 33 years old and I am a latin woman. I am a fun, honest, reliable, punctual, patient and experienced nanny who loves to engage children in activities that will help them to grow and learn.
I have taking care of children from birth to school ages. My last job was with 2 boys (2 and 4 years old).
I can start as soon as possible. I do not drive. 
I can be reached at the above email address to discuss a possible interview. 
Thanks in advance and I look forward to hearing from you soon.    ",
3563,FREE Professional Nanny Referral Service for Families in NY/NJ !!,https://newyork.craigslist.org/mnh/kid/d/free-professional-nanny/6312532019.html,,"
        
Nanny Referral Service by a former Professional Nanny with 10 yrs Experience

Personalized childcare to fit your family needs & lifestyle, serving families in New York, the Tri-state area & New Jersey

** THIS SERVICE IS ABSOLUTELY FREE TO FAMILIES!!


-We offer Permanent, Temporary, Long-term, Part-time, Full-time Care, Live-in or Live-out Sitters & Nannies

""We do all the work for you so you don't have to interrupt your busy schedule; we find the candidates who fit your criteria, run extensive background/employment checks, verify references & prescreen them before they meet you for a final interview.""


Conatct us 24/7 anytime    ",
3569,Afterschool Help Available,https://newyork.craigslist.org/mnh/kid/d/afterschool-help-available/6312564988.html,,"
        
I am a senior at Hunter College High School and am available to help you after school. I can pick up your child from school, drop off and pick up from after school activities, and provide tutoring and homework help as needed. I have experience working with several families providing babysitting, activity pick up and drop off and homework help. References available as requested.    ",
3572,FT Nanny/Baby Nurse Available,https://newyork.craigslist.org/mnh/kid/d/ft-nanny-baby-nurse-available/6312546619.html,Manhattan,"
        
My current position of 2 years will be ending very soon. Younger child is off to school. I have 15 years experience as a nanny CPR certified and baby nurse. Extremely reliable with great references. I drive clean background and MVR. Cooking,light housekeeping and some family errands.

Self starter, I reside in Montclair but willing to travel to surrounding areas.    ",
3573,Child Care Services,https://newyork.craigslist.org/que/kid/d/child-care-services/6307408339.html,"South Ozone Park, NY","
        
Responsible and caring woman available to care for your children.  My name is Guarina.  I live in South Ozone Park, Queens, near the Q41 and Q10 buses and the A,E, J and LIRR trains.  I am available to watch your children while you work, attend school or attend appointments/run errands.  I am also bilingual in Spanish.   Please contact me on my cell at 
 
 or at my home number at 
 
.  If you are in need of a sitter and we can discuss prices.  I am willing to work with you.    ",
3588,"""I am 25 with 1900 childcare hours and have First Aid certification""",https://newyork.craigslist.org/mnh/kid/d/am-25-with-1900-childcare/6312684047.html,,"
        
Hello, My name is Yevgeniya and I am 25 years of age with 4,600 total hours of childcare experience from being a nanny and babysitting. I also have been an au pair in the U.S. since May of 2016, caring for 2 children in New York. I believe myself to be a very patient and proactive person who loves playing with children and teaching them good manners. I have excellent references who say I am passionate about childcare and responsible enough to be in charge of small children. They also add that I have an innate motherly instinct and is easily able to follow guidelines. I have very good English and speak a total of 4 languages. I also am certified in First Aid, CPR and water safety. I would like you to know that educating your children is a priority for me and I will love them as if they were her own. I am currently in the United States and available to arrive after 10/29/17. Please feel free to view my video here:



I am very interested in learning about your family and hope that you are able to reach out to me soon!    ",
3603,Live In Nanny Needed!,https://newyork.craigslist.org/jsy/kid/d/live-in-nanny-needed/6312843089.html,New Jersey,"
        
Hi there,
  We are a National Live In Nanny Agency helping families find LIVE IN Caregivers, Nannies, Housekeepers, Household Managers and Companions.  If you are an experienced Live In please consider filling out an application on our website right away.  Our caregivers make competitive salaries (400-1200) per week, paid vacations, sick days, all National Holidays with pay and room and board is paid.  Our website is www.ANannyOnTheNet.com.

PLEASE FEEL FREE TO CALL OUR TOLL FREE INFORMATION LINE FOR INSTRUCTIONS ON HOW TO APPLY 
 

    ",
3618,!!Amazing Face Painter - for Kids events !!,https://newyork.craigslist.org/mnh/kid/d/amazing-face-painter-for-kids/6313141647.html,Upper West Side,"
        
Need a face painter for a kids party, block party, company event, or carnival? Then call me up! 

I've been fine art painting, illustrating, and face painting for 15 years. I only use non toxic, safe face paints. So I am confident I will meet your needs in providing whatever theme of face paint art the kids like (cartoons, flowers, Hello Kitty, animal faces, etc.).
The cost of face paint, supplies, and travel are included in the hourly price. I offer discounted packages for longer events of 3 hours or more. 

To book me for your next event please feel free to contact me via reply to this ad. Additional info is in the 1st photo flyer. 
You can see more of my portfolio here: 

Additionally, I also do exterior and interior murals and you can check out more of that work here ( via photos) and here:





Looking forward to painting at your next event!!.....or painting your next mural :) 

-Kelli
    ",
3627,After School Dance Program - AFFORDABLE,https://newyork.craigslist.org/brx/kid/d/after-school-dance-program/6313165251.html,2425 east tremont,"
        
After school Dance Program
Affordable After school Dance Program
Monday to Friday 2;20pm to 6pm 
Pick up included. 
(Local Schools Only)
only $60 weekly.
Ballet, Tap,HipHop, Lyrical 
Complete HomeWork
call 
 

    ",
3725,"NEW DAY CARE PROVIDER, AFFORDABLE RATES",https://newyork.craigslist.org/brk/kid/d/new-day-care-provider/6313376690.html,East Flatbush,"
        
A BRIGHTER DAY SERVICES in East Flatbush Brooklyn is now OPEN!!!

We are a child care provider offering group family day care to children of all ages. We also offer after school services and tutoring.

A Brighter Day is licensed by the NYS Department of Health and staff are CPR certified.

We accept cash clients and all vouchers.

We are a unique child care program because our Director is a Licensed MENTAL HEALTH COUNSELOR!!

We provide excellent supervision and monitoring of your children.

Daily academic lesson plans are offered  to prepare your child for school!


CALL TODAY for rates and details!   
 
   Angela


    ",
3762,Licensed home daycare open enrollment starts today,https://newyork.craigslist.org/fct/kid/d/licensed-home-daycare-open/6313545821.html,stamford ct,"
        
Licensed home daycare
Open enrollment Today  from 3 till 5 space is very limited setting up appointments today 
ONE SPOT LEFT booking for October    2017
Call and ask for Kim
 
 

Small group children learn while having fun
Great  location  
Sibling discount
Great rates
Daily sheets handed out on your child's day
Crafts done daily 
Out door play
Colors numbers as well as shapes we go over flash cards 
Story and song time
Potty training
Rest /nap time
healthy homemade meals as well as snacks included in the price
Vegeterian meals upon request
CPR/first aid certified 
Diapers wipes included in the price

 
 please call Kim for more information 
please note do to scams I will not respond to emails so please call me thank you and I look forward to speaking with you.

    ",
3771,Before/ After School Care With Reliable Transportation,https://newyork.craigslist.org/jsy/kid/d/before-after-school-care-with/6313603786.html,Bayonne,"
        
Good Day Parents,

      My name is Elizabeth I am a loving mother of 3 kids , a 7 year old boy, 4 year girl and a 6 month old girl along with my mother we are offering our services to parents whom seek before and after school care. We provide evening drop off services meaning we will drop your child off in your home if needed or if you have your child enrolled in extra curricular activities we can drop them off for you as well.  I know its hard finding and trusting someone with your child Coming from a mom who use to work in Manhattan New York I know its never easy but please rest assure I will care for your child as if he/she were one of mine own.
 
 We will provide help with your child's homework as needed, provide snacks, provide lunch if needed. 
 On days schools are closed ( Holidays & half days) we are available as well.

My rates are as follows:

 Before / After school care $60.00 Weekly
 Before / After school care with Drop off to home or Activity $70.00 weekly

We can always accommodate any parent as needed simply call or email me to discuss accommodations. Both my mother and i speak Spanish.

If you have any questions regarding our services or would like to visit my home please feel free to contact me via phone or via email.    ",
3774,ONCE OR TWICE  WEEKLY CLEANING LADY AVAILABLE,https://newyork.craigslist.org/mnh/kid/d/once-or-twice-weekly-cleaning/6313642234.html,"Manhattan, Brooklyn","
        
I am interested in once or twice 
weekly housekeeping, 

References will be provided upon request, I have lots of experience, dependable, reliable,,, I love to iron, clean the refrigerator, make the beds, change the linen, do the laundry, fold, put away, organize, sweep, vacuum, mop floors, general dusting ....

I can be reached at 
 
    ",
3777,👶🏻CHILDCARE AVAILABLE👶🏻,https://newyork.craigslist.org/brk/kid/d/childcare-available/6313659261.html,Crown Heights,"
        

ChildCare Available in my home. Stay at home mom looking for children between the ages of newborn and 4. I have worked with young children in the past, before having my own. For more information please contact me... 

Thank you    ",
3812,Babysitters and Nannies in Westchester! Apply to SMARTSITTING Today!,https://newyork.craigslist.org/wch/kid/d/babysitters-and-nannies-in/6313739843.html,,"
        
Do you have a college degree? Do you love working with children? Do you want to connect with some great families in the Westchester area? 

Submit your application at  !

SmartSitting has been a childcare agency for the past 7 years in NYC, and we've recently begun our expansion into Westchester! We are proud to have helped many of our babysitters and nannies find wonderful families over the years, and we cannot wait to meet the bright and creative SmartSitters Westchester has to offer. 

Many of our SmartSitters will be babysitting while pursuing art, acting, dancing or school ALL while earning a stable income! 

If this sounds like you, please head over to our application at:


Fill out a brief application today, and get one step closer to working with some amazing families and kids!    ",
3815,CHILD CARE NOW ENROLLING,https://newyork.craigslist.org/mnh/kid/d/child-care-now-enrolling/6313748542.html,Inwood / Wash Hts,"
        
Arlows Playhouse 
Monday - Friday 
   8am-6pm  
( Extended hours available) 
We are now enrolling 
  6 weeks - 12 yrs 
we also offer AFTER SCHOOL CARE AND PICK UP 

Email us today to schedule a tour 



    ",
3890,Glider/Rocker with gliding ottoman,https://newyork.craigslist.org/mnh/kid/d/glider-rocker-with-gliding/6314171574.html,,"
        
Glider/Rocker with gliding ottoman. Loved but no longer a need as our little one is now a toddler.
Serious inquiries only call Tom 
 
    ",
3891,The Easy Way To Find the Perfect Nanny / Babysitter!,https://newyork.craigslist.org/jsy/kid/d/the-easy-way-to-find-the/6313987633.html,Perfect Nanny,"
        
Searching for the perfect nanny or babysitter can be hard but we make it easy for you because we make it free to search and contact candidates.
    ",
3892,"CottageClass-Pre School, Micro Schools, After School, Tutoring, & Camp",https://newyork.craigslist.org/mnh/kid/d/cottageclass-pre-school-micro/6314178142.html,Everywhere!,"
        
Enroll your child today! :)


CottageClass is a grassroots partnership between educators, technologists, and parents who are driven to provide the best, most personalized, education for their children. All children are unique, and their education must reflect this to unlock their fullest potential.

CottageClass.com

    ",
